Date,Time,PigName,With/To,Behavior,Behavior.cat,Location,Notes,GPS,Start,Stop,Observer
9/30/22,10:16:54,Dora,Wilbur,Get.disp,R.agg,"30.014939,-97.307407",,,0,0,NS
9/30/22,10:17:19,Dora,No Value,Nudge.ground,Activity,"30.015069,-97.307448",Dirt,,0,0,NS
9/30/22,10:19:01 AM,Imogen,No Value,Rest,Rest,,,,0,1,AJ
9/30/22,10:19:19,Dora,No Value,Nudge.ground,Activity,"30.016156,-97.306852",,,0,1,NS
9/30/22,10:19:45 AM,Wilbur,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,10:19:58,Imogen,No Value,Rest,Rest,"30.015069,-97.307448",Other pig about 2m away. Gray with white face (pic),,1,0,NS
9/30/22,10:20:40 AM,Wilbur,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,10:22:38 AM,Wilbur,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,10:23:08 AM,Wilbur,No Value,Rest,Rest,,,,0,0,AJ
9/30/22,10:25:09 AM,Wilbur,No Value,Rest,Rest,,,,0,1,AJ
9/30/22,10:25:12,Imogen,No Value,Rest,Rest,"30.017857,-97.305998",,,0,1,NS
9/30/22,10:26:50,Bianca,No Value,Sniff.obj,Activity,"30.016513,-97.306587",Dirt,,0,0,NS
9/30/22,10:29:33,Bianca,No Value,Sniff.obj,Activity,"30.017158,-97.306314",Tree,,0,0,NS
9/30/22,10:29:45,Bianca,No Value,Sniff.obj,Activity,"30.014973,-97.307301",Ground,,0,0,NS
9/30/22,10:30:13,Bianca,No Value,Other,Other,"30.015069,-97.307448",Rub snout on tree branch,,0,0,NS
9/30/22,10:31:08,Bianca,No Value,Travel,Activity,"30.015069,-97.307448",,,0,0,NS
9/30/22,10:31:47,Bianca,No Value,Drink,Drink,"30.015138,-97.307351",,,0,1,NS
9/30/22,10:32:20 AM,Bianca,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,10:32:37 AM,Bianca,No Value,Grunt,Grunt,,,,0,0,AJ
9/30/22,10:32:47 AM,Bianca,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,10:36:02,Wilbur,No Value,Rest,Rest,"30.017512,-97.305717",,,1,0,NS
9/30/22,10:36:25,Wilbur,No Value,Grunt,Grunt,"30.014880,-97.307424",,,0,0,NS
9/30/22,10:36:35,Wilbur,No Value,Rest,Rest,"30.014831,-97.307364",,,0,0,NS
9/30/22,10:36:38 AM,Bianca,No Value,Sniff.consp,Pro.social,,sniffing an oreo pig not in study,,0,0,AJ
9/30/22,10:37:38 AM,Bianca,No Value,Wag.tail,Wag.tail,,,,0,1,AJ
9/30/22,10:38:32 AM,Eleanor,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,10:38:58 AM,Eleanor,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,10:39:27 AM,Eleanor,No Value,Drink,Drink,,,,0,0,AJ
9/30/22,10:41:05,Wilbur,No Value,Rest,Rest,"30.016868,-97.306449",,,0,1,NS
9/30/22,10:41:30 AM,Eleanor,No Value,Rest,Rest,,,,0,0,AJ
9/30/22,10:43:51 AM,Eleanor,No Value,Rest,Rest,,,,0,1,AJ
9/30/22,10:51:03,Pixie,Loretta,Nudge.ground,Activity,"30.017871,-97.305992",Eat pellets on dinner table,,1,0,NS
9/30/22,10:51:39 AM,Kitty,Dahlia,Get.disp,R.agg,,,,1,0,AJ
9/30/22,10:52:55 AM,Kitty,Dahlia,Attempt.disp,G.agg,,,,0,0,AJ
9/30/22,10:53:07 AM,Kitty,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:53:11,Pixie,No Value,Nudge.ground,Activity,"30.017222,-97.306082",Eat pellets. Loretta moved away and is eating on ground,,0,0,NS
9/30/22,10:53:24 AM,Kitty,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,10:53:42 AM,Kitty,Dahlia,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:54:08 AM,Kitty,Willie,Get.disp,R.agg,,,,0,0,AJ
9/30/22,10:54:22,Pixie,No Value,Drink,Drink,"30.014991,-97.306504",From large water bowl,,0,0,NS
9/30/22,10:54:45 AM,Kitty,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,10:54:47,Pixie,No Value,Sniff.obj,Activity,"30.015072,-97.306510",Dinner table,,0,0,NS
9/30/22,10:55:07,Pixie,No Value,Nudge.ground,Activity,"30.015055,-97.306463",Dirt,,0,0,NS
9/30/22,10:55:43 AM,Kitty,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:56:10,Pixie,No Value,Nudge.ground,Activity,"30.014952,-97.306412",,,0,1,NS
9/30/22,10:56:27 AM,Kitty,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/30/22,10:56:37 AM,Dahlia,No Value,Travel,Activity,,,,1,0,AJ
9/30/22,10:56:39,Loretta,No Value,Nudge.ground,Activity,"30.015045,-97.306475",Dirt,,1,0,NS
9/30/22,10:56:58 AM,Dahlia,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:57:53,Loretta,No Value,Sniff.obj,Activity,"30.015086,-97.306513",Ground,,0,0,NS
9/30/22,10:58:00 AM,Dahlia,Pixie,Attempt.disp,G.agg,,,,0,0,AJ
9/30/22,10:58:16,Loretta,Willie,Get.disp,R.agg,"30.015078,-97.306456",,,0,0,NS
9/30/22,10:58:26,Loretta,No Value,Nudge.ground,Activity,"30.015038,-97.306557",Push dinner table,,0,0,NS
9/30/22,10:58:33 AM,Dahlia,No Value,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,10:59:21,Loretta,Kitty,Nudge.ground,Activity,"30.015019,-97.306538",Hay,,0,0,NS
9/30/22,10:59:38,Loretta,No Value,Nudge.ground,Activity,"30.015013,-97.306531",Dirt,,0,0,NS
9/30/22,11:00:00,Loretta,No Value,Nudge.ground,Activity,"30.015035,-97.306524",Push dinner table,,0,0,NS
9/30/22,11:00:31,Loretta,No Value,Nudge.ground,Activity,"30.015032,-97.306513",Push dinner table,,0,0,NS
9/30/22,11:01:26,Loretta,No Value,Nudge.ground,Activity,"30.015023,-97.306573",Pellets off of dinner table,,0,1,NS
9/30/22,11:01:44 AM,Dahlia,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/30/22,11:01:50,Willie,"Pixie, Dahlia, Kitty",Nudge.ground,Activity,"30.015025,-97.306570","Dirt
Pixie, Dahlia, and Kitty within 2 m",,1,0,NS
9/30/22,11:01:57 AM,Pixie,Dahlia,Grunt,Grunt,,,,1,0,AJ
9/30/22,11:02:24 AM,Pixie,No Value,Drink,Drink,,,,0,0,AJ
9/30/22,11:03:04 AM,Pixie,Willie,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,11:03:42 AM,Pixie,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,11:03:45,Willie,No Value,Nudge.ground,Activity,"30.015048,-97.306499",Hay,,0,0,NS
9/30/22,11:03:52 AM,Pixie,Kitty,Nudge.ground,Activity,,,,0,0,AJ
9/30/22,11:04:28,Willie,No Value,Travel,Activity,"30.015036,-97.306527",,,0,0,NS
9/30/22,11:05:03,Willie,No Value,Approach.obs,Pro.social,"30.014926,-97.306655",Approach AJ,,0,0,NS
9/30/22,11:05:36,Willie,No Value,Nudge.ground,Activity,"30.015056,-97.306545",Hay,,0,0,NS
9/30/22,11:05:53 AM,Pixie,Willie,Get.disp,R.agg,,,,0,0,AJ
9/30/22,11:06:14,Willie,Pixie,Attempt.disp,G.agg,"30.015067,-97.306537",Displaces Pixie,,0,0,NS
9/30/22,11:06:38,Willie,No Value,Nudge.ground,Activity,"30.014977,-97.306517",Hay and dirt,,0,1,NS
9/30/22,11:07:02 AM,Pixie,No Value,Nudge.ground,Activity,,,,0,1,AJ
9/30/22,11:07:15 AM,Loretta,No Value,Nudge.ground,Activity,,,,1,0,AJ
9/30/22,11:07:17,Dahlia,No Value,Nudge.ground,Activity,"30.015004,-97.306523",Dirt,,1,0,NS
9/30/22,11:07:37,Dahlia,No Value,Travel,Activity,"30.015124,-97.306508",,,0,0,NS
9/30/22,11:07:51,Dahlia,Pixie,Nudge.ground,Activity,"30.015084,-97.306518",Eat hay next to Pixie,,0,0,NS
9/30/22,11:08:47,Dahlia,Kitty,Nudge.ground,Activity,"30.015078,-97.306553",,,0,0,NS
9/30/22,11:10:37,Dahlia,No Value,Approach.obs,Pro.social,"30.014988,-97.306487",Approach NS,,0,0,NS
9/30/22,11:11:12,Dahlia,No Value,Nudge.ground,Activity,"30.014934,-97.306718",Dirt,,0,0,NS
9/30/22,11:12:11 AM,Loretta,No Value,Other,Other,,lifting dinner table with snout,,0,1,AJ
9/30/22,11:12:20,Dahlia,No Value,Nudge.ground,Activity,"30.014986,-97.306543",Dirt,,0,1,NS
9/30/22,11:12:41,Kitty,No Value,Nudge.ground,Activity,"30.014959,-97.306588",Dirt,,0,0,NS
9/30/22,11:13:13 AM,Raymond,No Value,Rest,Rest,,near mud puddle,,1,0,AJ
9/30/22,11:17:44,Kitty,No Value,Nudge.ground,Activity,"30.015136,-97.306330",,,0,1,NS
9/30/22,11:17:49 AM,Raymond,No Value,Other,Other,,got up,,0,0,AJ
9/30/22,11:18:13 AM,Raymond,No Value,Wag.tail,Wag.tail,,,,0,0,AJ
9/30/22,11:18:22 AM,Raymond,No Value,Travel,Activity,,,,0,0,AJ
9/30/22,11:18:33,George,Molly,Rest.proxim,Pro.social,"30.015036,-97.306531",,,0,0,NS
9/30/22,11:18:34 AM,Raymond,No Value,Drink,Drink,,,,0,1,AJ
9/30/22,11:19:37 AM,Molly,George,Rest.proxim,Pro.social,,,,1,0,AJ
9/30/22,11:23:30,George,Molly,Rest.proxim,Pro.social,"30.017776,-97.305970",,,0,1,NS
9/30/22,11:24:40 AM,Molly,George,Rest.proxim,Pro.social,,,,0,1,AJ
9/30/22,11:25:00 AM,George,Molly,Rest.proxim,Pro.social,,,,1,0,AJ
9/30/22,11:25:14 AM,George,No Value,Grunt,Grunt,,,,0,0,AJ
9/30/22,11:27:05,Raymond,No Value,Nudge.ground,Activity,"30.004003,-97.298480",,,0,0,NS
9/30/22,11:27:41,Raymond,"Molly, George",Rest.proxim,Pro.social,"30.015056,-97.306291",Next to Molly and George,,0,0,NS
9/30/22,11:30:07 AM,George,"Molly, George",Rest.proxim,Pro.social,,,,0,1,AJ
9/30/22,11:32:12,Raymond,No Value,Rest.proxim,Pro.social,"30.015038,-97.306252",Same,,0,1,NS
9/30/22,11:32:46 AM,Willie,Hank,Rest.proxim,Pro.social,,,,1,0,AJ
9/30/22,11:33:07,Molly,"George, Raymond",Rest.proxim,Pro.social,"30.015095,-97.306243",With George and Raymond,,1,0,NS
9/30/22,11:36:15,Molly,No Value,Other,Other,"30.017700,-97.306007",Stand up,,0,0,NS
